english,tamil,category,tamil_category
anaerobic oxidation,வளிவேண்டா உயிர்வளி ஏற்றம்,Biology,உயிரியல்
anaerobic phototrophs,வளிவேண்டா ஒளிச்சார்பு உயிரினங்கள்,Biology,உயிரியல்
anaerobic respiration,வளிவேண்டா சுவாசம்,Biology,உயிரியல்
anaesthetic,உணர்வகற்றி,Biology,உயிரியல்
anal cerci,மலப்புழைக் கொம்புகள்,Biology,உயிரியல்
anal fin,குதத்துடுப்பு,Biology,உயிரியல்
anal fissure,மலவாய் வெடிப்பு,Biology,உயிரியல்
anal plate,மலப்புழை ஓடு,Biology,உயிரியல்
anal sac,மலப்புழைப்பை,Biology,உயிரியல்
anal shield,மலப்புழைக் கவசம்,Biology,உயிரியல்
anal sphinceter muscle,மலத்துளை இயங்குதசை,Biology,உயிரியல்
anal valve,மலப்புழைத் தடுக்கிதழ்,Biology,உயிரியல்
analeptic,மயக்கம் நீக்கல்,Biology,உயிரியல்
analgesic,வலிநீக்கி,Biology,உயிரியல்
analogous,செயலொத்த,Biology,உயிரியல்
analogy,செயலொற்றுமை,Biology,உயிரியல்
analysis,பகுப்பாய்வு,Biology,உயிரியல்
anamniota,பனிக்குடமற்றவை,Biology,உயிரியல்
anaphase,"பிரிநிலை, முன்கடைநிலை",Biology,உயிரியல்
anaphilus,அனாப்பிலஸ் கொசு,Biology,உயிரியல்
anastomosis,பின்னிப்பரவுதல்,Biology,உயிரியல்
anatomy,உடற்கூறு இயல்,Biology,உயிரியல்
anatropous ovule,தலைகீழ்ச் சூல்,Biology,உயிரியல்
ancestral,முன்னோர் வழிவந்த,Biology,உயிரியல்
ancon breed,அன்கான் இனம்,Biology,உயிரியல்
andersen’s disease,ஆண்டர்சன் நோய்,Biology,உயிரியல்
androecium,மகரந்தத் தூளகம்,Biology,உயிரியல்
androgen,ஆண் இயக்குநீர்,Biology,உயிரியல்
androgen therapy,ஆண்ட்ரோஜன் சிகிச்சை,Biology,உயிரியல்
androgenesis,மகரந்தத்தாவர உருவாக்கம்,Biology,உயிரியல்
androgenic plantlets,மகரந்தச் செடிகள்,Biology,உயிரியல்
androgenic plants,மகரந்தத் தாவரங்கள்,Biology,உயிரியல்
androgeny,ஆணகத்தோற்றம்,Biology,உயிரியல்
androgynophore,ஆண் பெண்ணகக்காம்பு,Biology,உயிரியல்
androgynous,இருபால்கொண்ட,Biology,உயிரியல்
android,"ஆண்போன்ற, மனிதன்போன்ற",Biology,உயிரியல்
androphore,ஆணகக்காம்பு,Biology,உயிரியல்
androspore,ஆணக உருவாக்கும்துகள்,Biology,உயிரியல்
anemia,இரத்தசோகை,Biology,உயிரியல்
anemochory,"காற்றினால் விதை, கனி பரவுதல்",Biology,உயிரியல்
anemometer,காற்றுமானி,Biology,உயிரியல்
anemophily,காற்றினால் மகரந்தச்சேர்க்கை,Biology,உயிரியல்
anesthesia,உணர்வுநீக்கம்,Biology,உயிரியல்
anesthesist,உணர்வுநீக்க மருத்துவர்,Biology,உயிரியல்
aneuploidy,ஒழுங்கற்ற பன்மயம்,Biology,உயிரியல்
angina,இதயவலி,Biology,உயிரியல்
angiosperm evolution,பூக்குந்தாவரப் பரிணாமம்,Biology,உயிரியல்
angiosperms,விதைமூடிய தாவரங்கள்,Biology,உயிரியல்
angle horn,கோணக்கொம்பு,Biology,உயிரியல்
angler fish,தூண்டில் மீன்,Biology,உயிரியல்
angora,நீண்டமுடி,Biology,உயிரியல்
angstrom unit,ஆங்ஸ்ட்ராம் அலகு,Biology,உயிரியல்
anguina,நூற்புழு,Biology,உயிரியல்
anguine,பாம்புபோன்ற,Biology,உயிரியல்
angular,கூர்முனை,Biology,உயிரியல்
angular collenchyma,கூர்முனை வளர்திசு,Biology,உயிரியல்
angular deviation,கோணவிலக்கம்,Biology,உயிரியல்
angular leaf spot,இலை கோணப்புள்ளி,Biology,உயிரியல்
animal cell,விலங்கு உயிரணு,Biology,உயிரியல்
animal cell culture,விலங்கு உயிரணு வளர்ப்பு,Biology,உயிரியல்
animal chamber,விலங்கு அறை,Biology,உயிரியல்
animal cule,நுண்விலங்கு,Biology,உயிரியல்
animal electricity,விலங்கு மின்சாரம்,Biology,உயிரியல்
animal fat,விலங்கு கொழுப்பு,Biology,உயிரியல்
animal hormone,விலங்கு இயக்குநீர்,Biology,உயிரியல்
animal house,விலங்கு காப்பகம்,Biology,உயிரியல்
animal model,விலங்குப்படிமம்,Biology,உயிரியல்
animal physiology,விலங்கு உடலியங்கியல்,Biology,உயிரியல்
animal plant association,விலங்கு - தாவர இணைவாழ்வு,Biology,உயிரியல்
animal pole,கருவளர் முனை,Biology,உயிரியல்
